1,Male,31.2,Unfit
2,Male,24.1,FIT
3,Male,27.2,Unfit
4,Male,30.1,Unfit
5,Male,29.7,Unfit
6,Male,23.7,FIT
7,Male,27.3,Unfit
8,Male,25.3,Unfit
9,Male,27.5,Unfit
10,Male,27.3,Unfit
11,Male,25.9,Unfit
12,Male,29.3,Unfit
13,Male,28.0,Unfit
14,Male,27.7,Unfit
15,Male,27.3,Unfit
16,Male,26.5,Unfit
17,Male,26.3,Unfit
18,Male,29.7,Unfit
19,Male,27.0,Unfit
20,Male,27.8,Unfit
21,Male,26.5,Unfit
22,Male,28.8,Unfit
23,Male,24.0,FIT
24,Male,28.4,Unfit
25,Male,24.7,FIT
26,Male,29.1,Unfit
27,Male,27.2,Unfit
28,Male,27.4,Unfit
29,Male,27.1,Unfit
30,Male,23.1,FIT
31,Male,28.0,Unfit
32,Male,27.3,Unfit
33,Male,26.8,Unfit
34,Male,30.1,Unfit
35,Male,29.6,Unfit
36,Male,27.4,Unfit
37,Male,29.1,Unfit
38,Male,28.6,Unfit
39,Male,26.6,Unfit
40,Male,27.7,Unfit
41,Male,26.2,Unfit
42,Male,26.2,Unfit
43,Male,27.8,Unfit
44,Male,25.9,Unfit
45,Male,25.4,Unfit
46,Male,27.0,Unfit
47,Male,28.2,Unfit
48,Male,28.2,Unfit
49,Male,28.2,Unfit
50,Male,28.0,Unfit
51,Male,27.7,Unfit
52,Male,28.7,Unfit
53,Male,26.0,Unfit
54,Male,28.1,Unfit
55,Male,26.6,Unfit
56,Male,26.0,Unfit
57,Male,28.5,Unfit
58,Male,27.0,Unfit
59,Male,27.5,Unfit
60,Male,30.0,Unfit
61,Male,27.4,Unfit
62,Male,28.8,Unfit
63,Male,25.2,Unfit
64,Male,25.8,Unfit
65,Male,24.8,FIT
66,Male,25.6,Unfit
67,Male,27.8,Unfit
68,Male,29.3,Unfit
69,Male,27.8,Unfit
70,Male,29.1,Unfit
71,Male,27.0,Unfit
72,Male,29.3,Unfit
73,Male,25.7,Unfit
74,Male,25.1,Unfit
75,Male,28.9,Unfit
76,Male,28.3,Unfit
77,Male,27.4,Unfit
78,Male,29.8,Unfit
79,Male,31.2,Unfit
80,Male,27.2,Unfit
81,Male,27.9,Unfit
82,Male,30.0,Unfit
83,Male,30.7,Unfit
84,Male,25.0,FIT
85,Male,26.0,Unfit
86,Male,26.2,Unfit
87,Male,33.0,Unfit
88,Male,28.6,Unfit
89,Male,26.3,Unfit
90,Male,26.5,Unfit
91,Male,27.5,Unfit
92,Male,29.9,Unfit
93,Male,25.7,Unfit
94,Male,29.8,Unfit
95,Male,25.8,Unfit
96,Male,27.5,Unfit
97,Male,26.4,Unfit
98,Male,28.4,Unfit
99,Male,27.5,Unfit
100,Male,25.9,Unfit
101,Male,28.8,Unfit
102,Male,26.5,Unfit
103,Male,24.7,FIT
104,Male,26.8,Unfit
105,Male,26.3,Unfit
106,Male,26.7,Unfit
107,Male,24.4,FIT
108,Male,26.7,Unfit
109,Male,25.3,Unfit
110,Male,26.8,Unfit
111,Male,27.5,Unfit
112,Male,30.5,Unfit
113,Male,28.1,Unfit
114,Male,26.2,Unfit
115,Male,25.5,Unfit
116,Male,28.9,Unfit
117,Male,29.5,Unfit
118,Male,28.5,Unfit
119,Male,27.3,Unfit
120,Male,30.5,Unfit
121,Male,29.0,Unfit
122,Male,26.9,Unfit
123,Male,25.8,Unfit
124,Male,26.8,Unfit
125,Male,26.0,Unfit
126,Male,28.2,Unfit
127,Male,27.7,Unfit
128,Male,27.5,Unfit
129,Male,27.4,Unfit
130,Male,27.5,Unfit
131,Male,29.6,Unfit
132,Male,26.9,Unfit
133,Male,25.6,Unfit
134,Male,26.7,Unfit
135,Male,25.9,Unfit
136,Male,29.3,Unfit
137,Male,26.4,Unfit
138,Male,27.0,Unfit
139,Male,25.4,Unfit
140,Male,27.7,Unfit
141,Male,25.1,Unfit
142,Male,27.9,Unfit
143,Male,29.0,Unfit
144,Male,28.4,Unfit
145,Male,30.0,Unfit
146,Male,26.0,Unfit
147,Male,27.9,Unfit
148,Male,30.1,Unfit
149,Male,25.6,Unfit
150,Male,28.1,Unfit
151,Male,27.6,Unfit
152,Male,24.2,FIT
153,Male,27.4,Unfit
154,Male,24.5,FIT
155,Male,28.5,Unfit
156,Male,29.0,Unfit
157,Male,26.7,Unfit
158,Male,27.0,Unfit
159,Male,26.4,Unfit
160,Male,30.7,Unfit
161,Male,30.1,Unfit
162,Male,25.3,Unfit
163,Male,26.6,Unfit
164,Male,31.6,Unfit
165,Male,30.0,Unfit
166,Male,29.5,Unfit
167,Male,26.1,Unfit
168,Male,24.4,FIT
169,Male,28.2,Unfit
170,Male,29.1,Unfit
171,Male,25.5,Unfit
172,Male,27.7,Unfit
173,Male,25.7,Unfit
174,Male,27.2,Unfit
175,Male,28.8,Unfit
176,Male,26.6,Unfit
177,Male,27.3,Unfit
178,Male,29.2,Unfit
179,Male,27.2,Unfit
180,Male,28.3,Unfit
181,Male,27.4,Unfit
182,Male,30.6,Unfit
183,Male,26.4,Unfit
184,Male,31.1,Unfit
185,Male,27.4,Unfit
186,Male,25.7,Unfit
187,Male,29.0,Unfit
188,Male,26.3,Unfit
189,Male,29.2,Unfit
190,Male,24.5,FIT
191,Male,28.1,Unfit
192,Male,30.8,Unfit
193,Male,29.5,Unfit
194,Male,28.9,Unfit
195,Male,29.7,Unfit
196,Male,28.0,Unfit
197,Male,28.1,Unfit
198,Male,28.3,Unfit
199,Male,27.3,Unfit
200,Male,26.1,Unfit
201,Male,27.2,Unfit
202,Male,28.9,Unfit
203,Male,27.9,Unfit
204,Male,26.9,Unfit
205,Male,27.9,Unfit
206,Male,28.0,Unfit
207,Male,26.9,Unfit
208,Male,28.2,Unfit
209,Male,27.1,Unfit
210,Male,28.8,Unfit
211,Male,25.9,Unfit
212,Male,27.5,Unfit
213,Male,28.0,Unfit
214,Male,28.9,Unfit
215,Male,27.9,Unfit
216,Male,29.2,Unfit
217,Male,27.2,Unfit
218,Male,27.4,Unfit
219,Male,29.0,Unfit
220,Male,28.1,Unfit
221,Male,29.8,Unfit
222,Male,26.1,Unfit
223,Male,27.8,Unfit
224,Male,26.6,Unfit
225,Male,28.7,Unfit
226,Male,29.3,Unfit
227,Male,26.5,Unfit
228,Male,25.8,Unfit
229,Male,23.7,FIT
230,Male,29.7,Unfit
231,Male,24.6,FIT
232,Male,27.4,Unfit
233,Male,28.7,Unfit
234,Male,26.9,Unfit
235,Male,27.4,Unfit
236,Male,28.0,Unfit
237,Male,26.7,Unfit
238,Male,27.0,Unfit
239,Male,27.6,Unfit
240,Male,27.5,Unfit
241,Male,27.2,Unfit
242,Male,27.3,Unfit
243,Male,26.2,Unfit
244,Male,24.2,FIT
245,Male,26.7,Unfit
246,Male,25.7,Unfit
247,Male,28.6,Unfit
248,Male,26.0,Unfit
249,Male,29.8,Unfit
250,Male,28.4,Unfit
251,Male,26.4,Unfit
252,Male,30.2,Unfit
253,Male,27.2,Unfit
254,Male,27.2,Unfit
255,Male,28.9,Unfit
256,Male,26.9,Unfit
257,Male,26.3,Unfit
258,Male,27.5,Unfit
259,Male,29.0,Unfit
260,Male,30.1,Unfit
261,Male,26.2,Unfit
262,Male,27.5,Unfit
263,Male,28.6,Unfit
264,Male,29.5,Unfit
265,Male,27.2,Unfit
266,Male,30.2,Unfit
267,Male,29.9,Unfit
268,Male,28.4,Unfit
269,Male,29.9,Unfit
270,Male,28.4,Unfit
271,Male,27.1,Unfit
272,Male,29.7,Unfit
273,Male,29.7,Unfit
274,Male,27.2,Unfit
275,Male,28.8,Unfit
276,Male,26.5,Unfit
277,Male,27.2,Unfit
278,Male,26.8,Unfit
279,Male,28.8,Unfit
280,Male,26.2,Unfit
281,Male,27.2,Unfit
282,Male,29.3,Unfit
283,Male,0.6,FIT
284,Male,0.0,FIT
285,Male,0.0,FIT
286,Male,0.0,FIT
287,Male,0.0,FIT
288,Male,0.0,FIT
289,Male,0.0,FIT
290,Male,0.0,FIT
291,Male,0.0,FIT
292,Male,0.0,FIT
293,Male,0.0,FIT
294,Male,0.0,FIT
295,Male,0.0,FIT
296,Male,0.0,FIT
297,Male,0.0,FIT
298,Male,0.0,FIT
299,Male,0.0,FIT
300,Male,0.0,FIT
301,Male,0.0,FIT
302,Male,0.0,FIT
303,Male,0.0,FIT
304,Male,0.0,FIT
305,Male,0.0,FIT
306,Male,0.0,FIT
307,Male,0.0,FIT
308,Male,0.0,FIT
309,Male,0.0,FIT
310,Male,0.0,FIT
311,Male,0.0,FIT
